Point in Time [s],Response Time [s]
1264.374999999,1264.374999999
2528.749999998,1264.374999999
3793.124999997,1264.374999999
5057.499999997,1264.3749999999995
6321.874999996,1264.3749999990005
7586.249999995,1264.3749999989996
8850.624999994,1264.3749999989996
10114.999999993,1264.3749999990014
11379.374999992,1264.3749999989996
12643.749999991,1264.3749999989996
13908.12499999,1264.3749999989996
15172.499999989,1264.3749999990014
16436.874999988,1264.3749999989977
17701.249999987,1264.3749999990032
18965.624999986,1264.3749999989996
20229.999999985,1264.3749999989996
21494.374999984,1264.3749999989996
22758.749999983,1264.3749999989996
24023.124999982,1264.3749999989996
25287.499999981,1264.3749999989996
26551.87499998,1264.3749999989996
27816.249999979,1264.3749999990032
29080.624999978,1264.3749999989996
30344.999999977,1264.3749999989996
31609.374999976,1264.3749999989996
32873.749999976,1264.3749999999964
34138.124999975,1264.3749999990032
35402.499999974,1264.3749999990032
36666.874999973,1264.374999998996
37931.249999972,1264.3749999990032
39195.624999971,1264.374999998996
40459.99999997,1264.3749999990032
41724.374999969,1264.374999998996
42988.749999968,1264.3749999990032
44253.124999967,1264.3749999990032
45517.499999966,1264.374999998996
46781.874999965,1264.3749999990032
48046.249999964,1264.374999998996
49310.624999963,1264.3749999990032
50574.999999962,1264.374999998996
51839.374999961,1264.3749999990032
53103.74999996,1264.374999998996
54368.124999959,1264.3749999990032
55632.499999958,1264.3749999990032
56896.874999957,1264.374999998996
58161.249999956,1264.3749999990032
59425.624999955,1264.374999998996
60689.999999954,1264.3749999990032
61954.374999953,1264.374999998996
63218.749999952,1264.3749999990032
64483.124999951,1264.374999998996
65747.49999995,1264.3749999990032
67011.874999949,1264.374999998996
68276.249999948,1264.3749999990105
69540.624999947,1264.374999998996
70804.999999946,1264.374999998996
72069.374999945,1264.374999998996
73333.749999944,1264.3749999990105
74598.124999943,1264.374999998996
75862.499999942,1264.374999998996
77126.874999941,1264.3749999990105
78391.24999994,1264.374999998996
79655.624999939,1264.374999998996
80919.999999938,1264.374999998996
82184.374999937,1264.3749999990105
83448.749999936,1264.374999998996
84713.124999935,1264.374999998996
85977.499999934,1264.3749999990105
87241.874999933,1264.374999998996
88506.249999932,1264.374999998996
89770.624999931,1264.374999998996
91034.99999993,1264.3749999990105
92299.374999929,1264.374999998996
93563.749999928,1264.374999998996
94828.124999927,1264.374999998996
96092.499999926,1264.3749999990105
97356.874999925,1264.374999998996
98621.249999924,1264.374999998996
99885.624999923,1264.3749999990105
101149.999999922,1264.374999998996
102414.374999921,1264.374999998996
103678.74999992,1264.374999998996
104943.124999919,1264.3749999990105
106207.499999918,1264.374999998996
107471.874999917,1264.374999998996
108736.249999916,1264.3749999990105
110000.624999915,1264.374999998996
111264.999999914,1264.374999998996
112529.374999913,1264.374999998996
113793.749999912,1264.3749999990105
115058.124999911,1264.374999998996
116322.49999991,1264.374999998996
117586.874999909,1264.3749999990105
118851.249999908,1264.374999998996
120115.624999907,1264.374999998996
121379.999999906,1264.374999998996
122644.374999905,1264.3749999990105
123908.749999904,1264.374999998996
125173.124999903,1264.374999998996
126437.499999902,1264.374999998996
127701.874999901,1264.3749999990105
128966.2499999,1264.374999998996
130230.624999899,1264.374999998996
131494.999999898,1264.374999998996
132759.374999897,1264.3749999990105
134023.749999896,1264.3749999990105
135288.124999895,1264.3749999989814
136552.499999894,1264.3749999990105
137816.874999893,1264.3749999990105
139081.249999892,1264.3749999989814
140345.624999891,1264.3749999990105
141609.99999989,1264.3749999989814
142874.374999889,1264.3749999990105
144138.749999888,1264.3749999990105
145403.124999887,1264.3749999989814
146667.499999886,1264.3749999990105
147931.874999885,1264.3749999990105
149196.249999884,1264.3749999989814
