Point in Time [s],Response Time [s]
2428.749999999,2428.749999999
4857.499999999,2428.7499999999995
7286.249999998,2428.7499999990005
9714.999999998,2428.749999999999
12143.749999997,2428.7499999990014
14572.499999996,2428.7499999989996
17001.249999996,2428.749999999998
19429.999999995,2428.749999999003
21858.749999994,2428.7499999989996
24287.499999993,2428.7499999989996
26716.249999992,2428.7499999989996
29144.999999991,2428.7499999989996
31573.74999999,2428.7499999989996
34002.499999989,2428.7499999989996
36431.249999988,2428.749999999003
38859.999999987,2428.749999998996
41288.749999986,2428.749999999003
43717.499999985,2428.749999998996
46146.249999984,2428.749999999003
48574.999999983,2428.749999999003
51003.749999982,2428.749999998996
53432.499999981,2428.749999999003
55861.24999998,2428.749999998996
58289.999999979,2428.749999999003
60718.749999978,2428.749999998996
63147.499999977,2428.749999999003
65576.249999977,2428.7499999999927
68004.999999976,2428.7499999990105
70433.749999975,2428.749999998996
72862.499999974,2428.749999998996
75291.249999973,2428.7499999990105
77719.999999972,2428.749999998996
80148.749999971,2428.749999998996
82577.49999997,2428.749999998996
85006.249999969,2428.7499999990105
87434.999999968,2428.749999998996
89863.749999967,2428.749999998996
92292.499999966,2428.7499999990105
94721.249999965,2428.749999998996
97149.999999964,2428.749999998996
99578.749999963,2428.749999998996
102007.499999962,2428.7499999990105
104436.249999961,2428.749999998996
106864.99999996,2428.749999998996
109293.749999959,2428.7499999990105
111722.499999958,2428.749999998996
114151.249999957,2428.749999998996
116579.999999956,2428.749999998996
119008.749999955,2428.7499999990105
121437.499999954,2428.749999998996
123866.249999953,2428.749999998996
126294.999999952,2428.749999998996
128723.749999951,2428.7499999990105
131152.499999951,2428.7499999999854
133581.24999995,2428.7499999990105
136009.999999949,2428.7499999990105
138438.749999948,2428.7499999989814
140867.499999947,2428.7499999990105
143296.249999946,2428.7499999990105
145724.999999945,2428.7499999989814
148153.749999944,2428.7499999990105
